,month,name,plot.id,species,family,fg.fine,bites,bitesm2,area,plot.area
3401,May,lo-9-c2,control 9,Leptoscarus vaigiensis,Labridae (scarids),Herbivore Browser,4,0.444444444,9,control
3402,May,lo-9-c2,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,2,0.222222222,9,control
3403,May,lo-9-c2,control 9,Scarus prasiognathos,Labridae (scarids),Herbivore Scraper,7,0.777777778,9,control
3404,May,lo-9-c2,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,9,1,9,control
3405,May,lo-9-c2,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,11,1.222222222,9,control
3406,May,lo-9-c2,control 9,Scarus ghobban,Labridae (scarids),Herbivore Scraper,2,0.222222222,9,control
3407,May,lo-9-c2,control 9,Scarus ghobban,Labridae (scarids),Herbivore Scraper,3,0.333333333,9,control
3408,May,lo-9-c2,control 9,Scarus ghobban,Labridae (scarids),Herbivore Scraper,3,0.333333333,9,control
3409,May,lo-9-c2,control 9,Scarus ghobban,Labridae (scarids),Herbivore Scraper,2,0.222222222,9,control
3410,May,lo-9-c2,control 9,Scarus ghobban,Labridae (scarids),Herbivore Scraper,2,0.222222222,9,control
3411,May,lo-9-c2,control 9,Scarus ghobban,Labridae (scarids),Herbivore Scraper,3,0.333333333,9,control
3412,May,lo-9-c2,control 9,Scarus ghobban,Labridae (scarids),Herbivore Scraper,2,0.222222222,9,control
3413,May,lo-9-c2,control 9,Scarus ghobban,Labridae (scarids),Herbivore Scraper,3,0.333333333,9,control
3414,May,lo-9-c2,control 9,Siganus sutor,Siganidae,Herbivore Browser,5,0.555555556,9,control
3415,May,lo-9-c2,control 9,Siganus sutor,Siganidae,Herbivore Browser,3,0.333333333,9,control
3416,May,lo-9-c2,control 9,Siganus sutor,Siganidae,Herbivore Browser,6,0.666666667,9,control
3417,May,lo-9-c2,control 9,Siganus sutor,Siganidae,Herbivore Browser,7,0.777777778,9,control
3418,May,lo-9-c2,control 9,Siganus sutor,Siganidae,Herbivore Browser,7,0.777777778,9,control
3419,May,lo-9-c2,control 9,Siganus sutor,Siganidae,Herbivore Browser,4,0.444444444,9,control
3420,May,lo-9-c2,control 9,Siganus sutor,Siganidae,Herbivore Browser,8,0.888888889,9,control
3421,May,lo-9-c2,control 9,Siganus sutor,Siganidae,Herbivore Browser,9,1,9,control
3422,May,lo-9-c2,control 9,Siganus sutor,Siganidae,Herbivore Browser,9,1,9,control
3423,May,lo-9-c2,control 9,Siganus sutor,Siganidae,Herbivore Browser,1,0.111111111,9,control
3424,May,lo-9-c2,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,12,1.333333333,9,control
3425,May,lo-9-c2,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,16,1.777777778,9,control
3426,May,lo-9-c2,control 9,Siganus sutor,Siganidae,Herbivore Browser,15,1.666666667,9,control
3427,May,lo-9-c2,control 9,Siganus sutor,Siganidae,Herbivore Browser,16,1.777777778,9,control
3428,May,lo-9-c2,control 9,Siganus sutor,Siganidae,Herbivore Browser,16,1.777777778,9,control
3429,May,lo-9-c2,control 9,Siganus sutor,Siganidae,Herbivore Browser,17,1.888888889,9,control
3430,May,lo-9-c2,control 9,Siganus sutor,Siganidae,Herbivore Browser,18,2,9,control
3431,May,lo-9-c2,control 9,Siganus sutor,Siganidae,Herbivore Browser,16,1.777777778,9,control
3432,May,lo-9-c2,control 9,Siganus sutor,Siganidae,Herbivore Browser,15,1.666666667,9,control
3433,May,lo-9-c2,control 9,Siganus sutor,Siganidae,Herbivore Browser,14,1.555555556,9,control
3434,May,lo-9-c2,control 9,Siganus sutor,Siganidae,Herbivore Browser,13,1.444444444,9,control
3435,May,lo-9-c2,control 9,Siganus sutor,Siganidae,Herbivore Browser,10,1.111111111,9,control
3436,May,lo-9-c2,control 9,Siganus puellus,Siganidae,Herbivore Grazer,9,1,9,control
3437,May,lo-9-c2,control 9,Scarus prasiognathos,Labridae (scarids),Herbivore Scraper,15,1.666666667,9,control
3438,May,lo-9-c2,control 9,Siganus sutor,Siganidae,Herbivore Browser,5,0.555555556,9,control
3439,May,lo-9-c2,control 9,Siganus sutor,Siganidae,Herbivore Browser,3,0.333333333,9,control
3440,May,lo-9-c2,control 9,Siganus sutor,Siganidae,Herbivore Browser,6,0.666666667,9,control
3441,May,lo-9-c2,control 9,Siganus sutor,Siganidae,Herbivore Browser,7,0.777777778,9,control
3442,May,lo-9-c2,control 9,Ctenochaetus striatus,Acanthuridae,Herbivore Grazer,4,0.444444444,9,control
3443,May,lo-9-c2,control 9,Ctenochaetus striatus,Acanthuridae,Herbivore Grazer,2,0.222222222,9,control
3444,March,lo-9-c3,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,7,0.777777778,9,control
3445,March,lo-9-c3,control 9,Scarus rubroviolaceus,Labridae (scarids),Herbivore Scraper,9,1,9,control
3446,March,lo-9-c3,control 9,Scarus rubroviolaceus,Labridae (scarids),Herbivore Scraper,1,0.111111111,9,control
3447,March,lo-9-c3,control 9,Scarus ghobban,Labridae (scarids),Herbivore Scraper,4,0.444444444,9,control
3448,March,lo-9-c3,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,5,0.555555556,9,control
3449,March,lo-9-c3,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,4,0.444444444,9,control
3450,March,lo-9-c3,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,5,0.555555556,9,control
3451,March,lo-9-c3,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,4,0.444444444,9,control
3452,March,lo-9-c3,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,5,0.555555556,9,control
3453,March,lo-9-c3,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,4,0.444444444,9,control
3454,March,lo-9-c3,control 9,Acanthurus triostegus ,Acanthuridae,Herbivore Grazer,17,1.888888889,9,control
3455,March,lo-9-c3,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,6,0.666666667,9,control
3456,March,lo-9-c3,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,5,0.555555556,9,control
3457,March,lo-9-c3,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,4,0.444444444,9,control
3458,March,lo-9-c3,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,6,0.666666667,9,control
3459,March,lo-9-c3,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,6,0.666666667,9,control
3460,March,lo-9-c3,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,4,0.444444444,9,control
3461,March,lo-9-c3,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,1,0.111111111,9,control
3462,March,lo-9-c3,control 9,Scarus rubroviolaceus,Labridae (scarids),Herbivore Scraper,1,0.111111111,9,control
3463,March,lo-9-c3,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,6,0.666666667,9,control
3464,March,lo-9-c3,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,5,0.555555556,9,control
3465,March,lo-9-c3,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,4,0.444444444,9,control
3466,March,lo-9-c3,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,4,0.444444444,9,control
3467,March,lo-9-c3,control 9,Scarus rubroviolaceus,Labridae (scarids),Herbivore Scraper,8,0.888888889,9,control
3468,March,lo-9-c3,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,5,0.555555556,9,control
3469,March,lo-9-c3,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,5,0.555555556,9,control
3470,March,lo-9-c3,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,4,0.444444444,9,control
3471,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,14,1.555555556,9,control
3472,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,14,1.555555556,9,control
3473,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,15,1.666666667,9,control
3474,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,14,1.555555556,9,control
3475,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,14,1.555555556,9,control
3476,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,13,1.444444444,9,control
3477,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,12,1.333333333,9,control
3478,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,15,1.666666667,9,control
3479,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,13,1.444444444,9,control
3480,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,15,1.666666667,9,control
3481,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,13,1.444444444,9,control
3482,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,13,1.444444444,9,control
3483,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,13,1.444444444,9,control
3484,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,15,1.666666667,9,control
3485,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,14,1.555555556,9,control
3486,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,14,1.555555556,9,control
3487,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,15,1.666666667,9,control
3488,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,14,1.555555556,9,control
3489,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,14,1.555555556,9,control
3490,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,13,1.444444444,9,control
3491,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,12,1.333333333,9,control
3492,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,15,1.666666667,9,control
3493,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,13,1.444444444,9,control
3494,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,15,1.666666667,9,control
3495,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,13,1.444444444,9,control
3496,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,13,1.444444444,9,control
3497,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,13,1.444444444,9,control
3498,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,15,1.666666667,9,control
3499,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,21,2.333333333,9,control
3500,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,16,1.777777778,9,control
3501,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,15,1.666666667,9,control
3502,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,14,1.555555556,9,control
3503,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,21,2.333333333,9,control
3504,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,13,1.444444444,9,control
3505,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,22,2.444444444,9,control
3506,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,15,1.666666667,9,control
3507,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,13,1.444444444,9,control
3508,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,21,2.333333333,9,control
3509,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,13,1.444444444,9,control
3510,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,22,2.444444444,9,control
3511,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,22,2.444444444,9,control
3512,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,20,2.222222222,9,control
3513,March,lo-9-c3,control 9,Scarus ghobban,Labridae (scarids),Herbivore Scraper,4,0.444444444,9,control
3514,March,lo-9-c3,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,5,0.555555556,9,control
3515,March,lo-9-c3,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,4,0.444444444,9,control
3516,March,lo-9-c3,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,5,0.555555556,9,control
3517,March,lo-9-c3,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,4,0.444444444,9,control
3518,March,lo-9-c3,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,5,0.555555556,9,control
3519,March,lo-9-c3,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,4,0.444444444,9,control
3520,March,lo-9-c3,control 9,Scarus rubroviolaceus,Labridae (scarids),Herbivore Scraper,3,0.333333333,9,control
3521,March,lo-9-c3,control 9,Scarus rubroviolaceus,Labridae (scarids),Herbivore Scraper,5,0.555555556,9,control
3522,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,4,0.444444444,9,control
3523,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,3,0.333333333,9,control
3524,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,4,0.444444444,9,control
3525,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,2,0.222222222,9,control
3526,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,5,0.555555556,9,control
3527,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,5,0.555555556,9,control
3528,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,4,0.444444444,9,control
3529,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,4,0.444444444,9,control
3530,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,3,0.333333333,9,control
3531,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,2,0.222222222,9,control
3532,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,5,0.555555556,9,control
3533,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,6,0.666666667,9,control
3534,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,5,0.555555556,9,control
3535,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,5,0.555555556,9,control
3536,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,6,0.666666667,9,control
3537,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,4,0.444444444,9,control
3538,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,6,0.666666667,9,control
3539,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,7,0.777777778,9,control
3540,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,4,0.444444444,9,control
3541,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,4,0.444444444,9,control
3542,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,3,0.333333333,9,control
3543,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,4,0.444444444,9,control
3544,March,lo-9-c3,control 9,Leptoscarus vaigiensis,Labridae (scarids),Herbivore Browser,2,0.222222222,9,control
3545,March,lo-9-c3,control 9,Leptoscarus vaigiensis,Labridae (scarids),Herbivore Browser,3,0.333333333,9,control
3546,March,lo-9-c3,control 9,Leptoscarus vaigiensis,Labridae (scarids),Herbivore Browser,1,0.111111111,9,control
3547,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,3,0.333333333,9,control
3548,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,2,0.222222222,9,control
3549,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,5,0.555555556,9,control
3550,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,3,0.333333333,9,control
3551,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,2,0.222222222,9,control
3552,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,5,0.555555556,9,control
3553,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,4,0.444444444,9,control
3554,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,3,0.333333333,9,control
3555,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,5,0.555555556,9,control
3556,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,5,0.555555556,9,control
3557,March,lo-9-c3,control 9,Scarus rubroviolaceus,Labridae (scarids),Herbivore Scraper,7,0.777777778,9,control
3558,March,lo-9-c3,control 9,Leptoscarus vaigiensis,Labridae (scarids),Herbivore Browser,1,0.111111111,9,control
3559,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,6,0.666666667,9,control
3560,March,lo-9-c3,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,5,0.555555556,9,control
3561,March,lo-9-c3,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,5,0.555555556,9,control
3562,March,lo-9-c3,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,8,0.888888889,9,control
3563,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,3,0.333333333,9,control
3564,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,3,0.333333333,9,control
3565,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,5,0.555555556,9,control
3566,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,4,0.444444444,9,control
3567,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,5,0.555555556,9,control
3568,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,6,0.666666667,9,control
3569,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,5,0.555555556,9,control
3570,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,4,0.444444444,9,control
3571,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,5,0.555555556,9,control
3572,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,6,0.666666667,9,control
3573,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,4,0.444444444,9,control
3574,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,5,0.555555556,9,control
3575,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,3,0.333333333,9,control
3576,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,2,0.222222222,9,control
3577,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,3,0.333333333,9,control
3578,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,3,0.333333333,9,control
3579,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,2,0.222222222,9,control
3580,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,3,0.333333333,9,control
3581,March,lo-9-c3,control 9,Siganus puellus,Siganidae,Herbivore Grazer,5,0.555555556,9,control
3582,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,2,0.222222222,9,control
3583,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,4,0.444444444,9,control
3584,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,5,0.555555556,9,control
3585,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,2,0.222222222,9,control
3586,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,4,0.444444444,9,control
3587,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,5,0.555555556,9,control
3588,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,3,0.333333333,9,control
3589,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,2,0.222222222,9,control
3590,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,3,0.333333333,9,control
3591,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,2,0.222222222,9,control
3592,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,5,0.555555556,9,control
3593,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,3,0.333333333,9,control
3594,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,3,0.333333333,9,control
3595,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,2,0.222222222,9,control
3596,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,5,0.555555556,9,control
3597,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,2,0.222222222,9,control
3598,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,2,0.222222222,9,control
3599,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,3,0.333333333,9,control
3600,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,2,0.222222222,9,control
3601,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,4,0.444444444,9,control
3602,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,5,0.555555556,9,control
3603,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,6,0.666666667,9,control
3604,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,5,0.555555556,9,control
3605,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,4,0.444444444,9,control
3606,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,5,0.555555556,9,control
3607,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,2,0.222222222,9,control
3608,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,4,0.444444444,9,control
3609,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,5,0.555555556,9,control
3610,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,3,0.333333333,9,control
3611,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,2,0.222222222,9,control
3612,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,2,0.222222222,9,control
3613,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,2,0.222222222,9,control
3614,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,4,0.444444444,9,control
3615,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,5,0.555555556,9,control
3616,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,3,0.333333333,9,control
3617,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,2,0.222222222,9,control
3618,March,lo-9-c3,control 9,Siganus sutor,Siganidae,Herbivore Browser,2,0.222222222,9,control
3619,March,lo-9-c3,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,4,0.444444444,9,control
3620,March,lo-9-c3,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,5,0.555555556,9,control
3621,March,lo-9-c3,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,6,0.666666667,9,control
3622,March,lo-9-c3,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,5,0.555555556,9,control
3623,March,lo-9-c3,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,4,0.444444444,9,control
3624,March,lo-9-c3,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,2,0.222222222,9,control
3625,March,lo-9-c3,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,2,0.222222222,9,control
3626,March,lo-9-c3,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,3,0.333333333,9,control
3627,March,lo-9-c3,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,5,0.555555556,9,control
3628,March,lo-9-c3,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,3,0.333333333,9,control
3629,March,lo-9-c3,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,4,0.444444444,9,control
3630,March,lo-9-c3,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,5,0.555555556,9,control
3631,March,lo-9-c3,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,2,0.222222222,9,control
3632,March,lo-9-c3,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,1,0.111111111,9,control
3633,March,lo-9-c3,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,4,0.444444444,9,control
3634,March,lo-9-c3,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,5,0.555555556,9,control
3635,March,lo-9-c3,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,6,0.666666667,9,control
3636,March,lo-9-c3,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,5,0.555555556,9,control
3637,March,lo-9-c3,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,4,0.444444444,9,control
3638,March,lo-9-c3,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,2,0.222222222,9,control
3639,March,lo-9-c3,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,2,0.222222222,9,control
3640,March,lo-9-c3,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,3,0.333333333,9,control
3641,March,lo-9-c3,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,5,0.555555556,9,control
3642,March,lo-9-c3,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,3,0.333333333,9,control
3643,March,lo-9-c3,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,4,0.444444444,9,control
3644,March,lo-9-c3,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,4,0.444444444,9,control
3645,March,lo-9-c3,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,5,0.555555556,9,control
3646,March,lo-9-c3,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,6,0.666666667,9,control
3647,March,lo-9-c3,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,5,0.555555556,9,control
3648,March,lo-9-c3,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,4,0.444444444,9,control
3649,March,lo-9-c3,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,2,0.222222222,9,control
3650,March,lo-9-c3,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,2,0.222222222,9,control
3651,March,lo-9-c3,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,3,0.333333333,9,control
3652,March,lo-9-c3,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,5,0.555555556,9,control
3653,March,lo-9-c3,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,3,0.333333333,9,control
3654,March,lo-9-c3,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,4,0.444444444,9,control
3655,March,lo-9-c3,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,5,0.555555556,9,control
3656,March,lo-9-c3,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,2,0.222222222,9,control
3657,March,lo-9-c3,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,1,0.111111111,9,control
3658,March,lo-9-c3,control 9,Scarus sordidus,Labridae (scarids),Herbivore Scraper,5,0.555555556,9,control
